date,metal,price
1993-05-04,silver,4.29
1993-05-05,gold,355.50
1993-05-05,silver,4.32
1993-05-06,gold,358.30
1993-05-06,silver,4.38
1993-05-07,gold,357.40
1993-05-07,silver,4.29
1993-05-10,gold,357.20
1993-05-10,silver,4.28
1993-05-11,gold,357.30
1993-05-11,silver,4.27
1993-05-12,gold,361.80
1993-05-12,silver,4.39
1993-05-13,gold,369.30
1993-05-13,silver,4.48
1993-05-14,gold,368.30
1993-05-14,silver,4.46
1993-05-17,gold,368.00
1993-05-17,silver,4.42
1993-05-18,gold,376.00
1993-05-18,silver,4.62
1993-05-19,gold,374.20
1993-05-19,silver,4.54
1993-05-20,gold,374.70
1993-05-20,silver,4.53
1993-05-21,gold,377.90
1993-05-21,silver,4.68
1993-05-24,gold,374.20
1993-05-24,silver,4.55
1993-05-25,gold,378.70
1993-05-25,silver,4.64
1993-05-26,gold,377.40
1993-05-26,silver,4.56
1993-05-27,gold,383.40
1993-05-27,silver,4.70
1993-05-28,gold,380.30
1993-05-28,silver,4.62
1993-06-01,gold,371.30
1993-06-01,silver,4.41
1993-06-02,gold,370.80
1993-06-02,silver,4.37
1993-06-03,gold,376.20
1993-06-03,silver,4.46
1993-06-04,gold,378.50
1993-06-04,silver,4.45
1993-06-07,gold,375.70
1993-06-07,silver,4.42
1993-06-08,gold,375.60
1993-06-08,silver,4.40
1993-06-09,gold,373.00
1993-06-09,silver,4.34
1993-06-10,gold,371.00
1993-06-10,silver,4.31
1993-06-11,gold,367.50
1993-06-11,silver,4.19
1993-06-14,gold,366.60
1993-06-14,silver,4.22
1993-06-15,gold,370.80
1993-06-15,silver,4.29
1993-06-16,gold,371.50
1993-06-16,silver,4.33
1993-06-17,gold,372.20
1993-06-17,silver,4.34
1993-06-18,gold,372.50
1993-06-18,silver,4.29
1993-06-21,gold,371.10
1993-06-21,silver,4.29
1993-06-22,gold,369.70
1993-06-22,silver,4.26
1993-06-23,gold,375.50
1993-06-23,silver,4.39
1993-06-24,gold,376.10
1993-06-24,silver,4.39
1993-06-25,gold,378.10
1993-06-25,silver,4.49
1993-06-28,gold,376.10
1993-06-28,silver,4.48
1993-06-29,gold,379.50
1993-06-29,silver,4.59
1993-06-30,gold,379.20
1993-06-30,silver,4.59
1993-07-01,gold,388.20
1993-07-01,silver,4.80
1993-07-02,gold,386.70
1993-07-02,silver,4.89
1993-07-06,gold,393.10
1993-07-06,silver,5.12
1993-07-07,gold,397.80
1993-07-07,silver,5.13
1993-07-08,gold,395.60
1993-07-08,silver,5.08
1993-07-09,gold,392.30
1993-07-09,silver,5.03
1993-07-12,gold,394.90
1993-07-12,silver,5.08
1993-07-13,gold,394.50
1993-07-13,silver,5.07
1993-07-14,gold,391.40
1993-07-14,silver,4.96
1993-07-15,gold,393.90
1993-07-15,silver,5.07
1993-07-16,gold,392.90
1993-07-16,silver,5.07
1993-07-19,gold,392.40
1993-07-19,silver,5.07
1993-07-20,gold,392.20
1993-07-20,silver,5.06
1993-07-21,gold,389.50
1993-07-21,silver,4.96
1993-07-22,gold,391.30
1993-07-22,silver,5.01
1993-07-23,gold,390.00
1993-07-23,silver,4.98
1993-07-26,gold,393.10
1993-07-26,silver,5.10
1993-07-27,gold,395.60
1993-07-27,silver,5.08
1993-07-28,gold,397.80
1993-07-28,silver,5.17
1993-07-29,gold,402.20
1993-07-29,silver,5.22
1993-07-30,gold,411.30
1993-07-30,silver,5.41
1993-08-02,gold,410.20
1993-08-02,silver,5.46
1993-08-03,gold,407.60
1993-08-03,silver,5.38
1993-08-04,gold,403.30
1993-08-04,silver,5.26
1993-08-05,gold,380.70
1993-08-05,silver,4.78
1993-08-06,gold,379.90
1993-08-06,silver,4.58
1993-08-09,gold,386.80
1993-08-09,silver,4.77
1993-08-10,gold,384.40
1993-08-10,silver,4.76
1993-08-11,gold,378.70
1993-08-11,silver,4.68
1993-08-12,gold,370.70
1993-08-12,silver,4.56
1993-08-13,gold,372.60
1993-08-13,silver,4.67
1993-08-16,gold,376.40
1993-08-16,silver,4.79
1993-08-17,gold,374.90
1993-08-17,silver,4.75
1993-08-18,gold,377.50
1993-08-18,silver,4.75
1993-08-19,gold,374.40
1993-08-19,silver,4.70
1993-08-20,gold,376.40
1993-08-20,silver,4.84
1993-08-23,gold,375.50
1993-08-23,silver,4.81
1993-08-24,gold,374.90
1993-08-24,silver,4.78
1993-08-25,gold,375.50
1993-08-25,silver,4.78
1993-08-26,gold,370.80
1993-08-26,silver,4.72
1993-08-27,gold,372.10
1993-08-27,silver,4.79
1993-08-30,gold,373.30
1993-08-30,silver,4.88
1993-08-31,gold,375.70
1993-08-31,silver,4.88
1993-09-01,gold,372.60
1993-09-01,silver,4.79
1993-09-02,gold,366.30
1993-09-02,silver,4.61
1993-09-03,gold,367.10
1993-09-03,silver,4.56
1993-09-07,gold,352.50
1993-09-07,silver,4.30
1993-09-08,gold,353.60
1993-09-08,silver,4.26
1993-09-09,gold,356.50
1993-09-09,silver,4.28
1993-09-10,gold,352.40
1993-09-10,silver,4.10
1993-09-13,gold,344.80
1993-09-13,silver,3.94
1993-09-14,gold,346.90
1993-09-14,silver,4.00
1993-09-15,gold,349.60
1993-09-15,silver,4.01
1993-09-16,gold,354.70
1993-09-16,silver,4.10
1993-09-17,gold,352.80
1993-09-17,silver,4.07
1993-09-20,gold,355.50
1993-09-20,silver,4.12
1993-09-21,gold,365.00
1993-09-21,silver,4.21
1993-09-22,gold,356.00
1993-09-22,silver,4.07
1993-09-23,gold,360.00
1993-09-23,silver,4.18
1993-09-24,gold,359.40
1993-09-24,silver,4.14
1993-09-27,gold,355.70
1993-09-27,silver,4.07
1993-09-28,gold,357.30
1993-09-28,silver,4.10
1993-09-29,gold,354.70
1993-09-29,silver,4.04
1993-09-30,gold,357.10
1993-09-30,silver,4.08
1993-10-01,gold,356.90
1993-10-01,silver,4.06
1993-10-04,gold,354.60
1993-10-04,silver,4.08
1993-10-05,gold,354.80
1993-10-05,silver,4.08
1993-10-06,gold,358.20
1993-10-06,silver,4.29
1993-10-07,gold,358.50
1993-10-07,silver,4.38
1993-10-08,gold,361.50
1993-10-08,silver,4.36
1993-10-11,gold,361.70
1993-10-11,silver,4.33
1993-10-12,gold,369.20
1993-10-12,silver,4.44
1993-10-13,gold,367.60
1993-10-13,silver,4.43
1993-10-14,gold,366.60
1993-10-14,silver,4.35
1993-10-15,gold,366.20
1993-10-15,silver,4.36
1993-10-18,gold,369.60
1993-10-18,silver,4.42
1993-10-19,gold,370.30
1993-10-19,silver,4.43
1993-10-20,gold,373.80
1993-10-20,silver,4.54
1993-10-21,gold,372.80
1993-10-21,silver,4.53
1993-10-22,gold,371.30
1993-10-22,silver,4.46
1993-10-25,gold,370.50
1993-10-25,silver,4.42
1993-10-26,gold,370.30
1993-10-26,silver,4.39
1993-10-27,gold,370.70
1993-10-27,silver,4.46
1993-10-28,gold,370.20
1993-10-28,silver,4.39
1993-10-29,gold,369.60
1993-10-29,silver,4.37
1993-11-01,gold,362.10
1993-11-01,silver,4.22
1993-11-02,gold,363.60
1993-11-02,silver,4.19
1993-11-03,gold,368.00
1993-11-03,silver,4.31
1993-11-04,gold,372.40
1993-11-04,silver,4.38
1993-11-05,gold,377.80
1993-11-05,silver,4.50
1993-11-08,gold,375.50
1993-11-08,silver,4.50
1993-11-09,gold,376.60
1993-11-09,silver,4.53
1993-11-10,gold,377.40
1993-11-10,silver,4.58
1993-11-11,gold,376.40
1993-11-11,silver,4.55
1993-11-12,gold,373.60
1993-11-12,silver,4.51
1993-11-15,gold,375.70
1993-11-15,silver,4.55
1993-11-16,gold,374.60
1993-11-16,silver,4.56
1993-11-17,gold,377.20
1993-11-17,silver,4.60
1993-11-18,gold,376.70
1993-11-18,silver,4.67
1993-11-19,gold,378.30
1993-11-19,silver,4.71
1993-11-22,gold,378.50
1993-11-22,silver,4.70
1993-11-23,gold,377.30
1993-11-23,silver,4.71
1993-11-24,gold,379.20
1993-11-24,silver,4.69
1993-11-29,gold,371.50
1993-11-29,silver,4.49
1993-11-30,gold,371.90
1993-11-30,silver,4.46
1993-12-01,gold,376.60
1993-12-01,silver,4.69
1993-12-02,gold,375.60
1993-12-02,silver,4.65
1993-12-03,gold,378.60
1993-12-03,silver,4.85
1993-12-06,gold,377.80
1993-12-06,silver,4.86
1993-12-07,gold,379.30
1993-12-07,silver,4.95
1993-12-08,gold,385.70
1993-12-08,silver,5.01
1993-12-09,gold,384.40
1993-12-09,silver,5.00
1993-12-10,gold,384.90
1993-12-10,silver,5.06
1993-12-13,gold,388.60
1993-12-13,silver,5.17
1993-12-14,gold,386.70
1993-12-14,silver,5.10
1993-12-15,gold,386.85
1993-12-15,silver,5.10
1993-12-16,gold,385.50
1993-12-16,silver,5.01
1993-12-17,gold,387.00
1993-12-17,silver,5.03
1993-12-20,gold,389.00
1993-12-20,silver,5.11
1993-12-21,gold,387.20
1993-12-21,silver,5.06
1993-12-22,gold,386.20
1993-12-22,silver,5.05
1993-12-23,gold,385.80
1993-12-23,silver,5.05
1993-12-24,gold,386.50
1993-12-24,silver,5.02
1993-12-27,gold,387.70
1993-12-27,silver,5.10
1993-12-28,gold,387.30
1993-12-28,silver,5.08
1993-12-29,gold,390.00
1993-12-29,silver,5.11
1993-12-30,gold,390.50
1993-12-30,silver,5.09
1993-12-31,gold,390.50
1993-12-31,silver,5.10
1994-01-03,gold,393.50
1994-01-03,silver,5.22
1994-01-04,gold,393.35
1994-01-04,silver,5.19
1994-01-05,gold,390.65
1994-01-05,silver,5.04
1994-01-06,gold,388.75
1994-01-06,silver,5.10
1994-01-07,gold,386.30
1994-01-07,silver,5.00
1994-01-10,gold,384.60
1994-01-10,silver,5.02
1994-01-11,gold,387.70
1994-01-11,silver,5.11
1994-01-12,gold,386.00
1994-01-12,silver,5.07
1994-01-13,gold,389.70
1994-01-13,silver,5.19
1994-01-14,gold,389.30
1994-01-14,silver,5.22
1994-01-17,gold,391.20
1994-01-17,silver,5.31
1994-01-18,gold,392.50
1994-01-18,silver,5.31
1994-01-19,gold,392.35
1994-01-19,silver,5.33
1994-01-20,gold,387.30
1994-01-20,silver,5.26
1994-01-21,gold,381.10
1994-01-21,silver,5.10
1994-01-24,gold,381.10
1994-01-24,silver,5.12
1994-01-25,gold,381.30
1994-01-25,silver,5.09
1994-01-26,gold,384.35
1994-01-26,silver,5.13
1994-01-27,gold,375.50
1994-01-27,silver,4.96
1994-01-28,gold,376.80
1994-01-28,silver,5.01
1994-01-31,gold,382.00
1994-01-31,silver,5.13
1994-02-01,gold,384.20
1994-02-01,silver,5.28
1994-02-02,gold,384.90
1994-02-02,silver,5.32
1994-02-03,gold,387.20
1994-02-03,silver,5.43
1994-02-04,gold,386.60
1994-02-04,silver,5.40
1994-02-07,gold,378.75
1994-02-07,silver,5.19
1994-02-08,gold,382.00
1994-02-08,silver,5.26
1994-02-09,gold,383.25
1994-02-09,silver,5.31
1994-02-10,gold,381.50
1994-02-10,silver,5.30
1994-02-11,gold,380.10
1994-02-11,silver,5.25
1994-02-14,gold,383.50
1994-02-14,silver,5.34
1994-02-15,gold,383.00
1994-02-15,silver,5.23
1994-02-16,gold,383.30
1994-02-16,silver,5.26
1994-02-17,gold,382.50
1994-02-17,silver,5.23
1994-02-18,gold,379.75
1994-02-18,silver,5.17
1994-02-21,gold,379.95
1994-02-21,silver,5.18
1994-02-22,gold,377.60
1994-02-22,silver,5.21
1994-02-23,gold,377.50
1994-02-23,silver,5.23
1994-02-24,gold,376.25
1994-02-24,silver,5.17
1994-02-25,gold,378.30
1994-02-25,silver,5.22
1994-02-28,gold,381.25
1994-02-28,silver,5.36
1994-03-01,gold,378.25
1994-03-01,silver,5.29
1994-03-02,gold,377.60
1994-03-02,silver,5.28
1994-03-03,gold,377.35
1994-03-03,silver,5.24
1994-03-04,gold,376.70
1994-03-04,silver,5.24
1994-03-07,gold,375.90
1994-03-07,silver,5.18
1994-03-08,gold,376.50
1994-03-08,silver,5.20
1994-03-09,gold,378.90
1994-03-09,silver,5.30
1994-03-10,gold,386.35
1994-03-10,silver,5.37
1994-03-11,gold,384.85
1994-03-11,silver,5.37
1994-03-14,gold,386.30
1994-03-14,silver,5.44
1994-03-15,gold,386.60
1994-03-15,silver,5.46
1994-03-16,gold,384.80
1994-03-16,silver,5.39
1994-03-17,gold,382.40
1994-03-17,silver,5.35
1994-03-18,gold,386.80
1994-03-18,silver,5.40
1994-03-21,gold,386.50
1994-03-21,silver,5.40
1994-03-22,gold,389.00
1994-03-22,silver,5.63
1994-03-23,gold,386.60
1994-03-23,silver,5.58
1994-03-24,gold,391.00
1994-03-24,silver,5.72
1994-03-25,gold,390.60
1994-03-25,silver,5.78
1994-03-28,gold,388.00
1994-03-28,silver,5.69
1994-03-29,gold,385.80
1994-03-29,silver,5.64
1994-03-30,gold,385.90
1994-03-30,silver,5.62
1994-03-31,gold,391.60
1994-03-31,silver,5.76
1994-04-01,gold,389.15
1994-04-01,silver,5.76
1994-04-04,gold,387.10
1994-04-04,silver,5.60
1994-04-05,gold,384.35
1994-04-05,silver,5.55
1994-04-06,gold,384.80
1994-04-06,silver,5.49
1994-04-07,gold,384.50
1994-04-07,silver,5.45
1994-04-08,gold,384.00
1994-04-08,silver,5.48
1994-04-11,gold,378.50
1994-04-11,silver,5.26
1994-04-12,gold,378.75
1994-04-12,silver,5.30
1994-04-13,gold,378.25
1994-04-13,silver,5.30
1994-04-14,gold,378.30
1994-04-14,silver,5.30
1994-04-15,gold,377.75
1994-04-15,silver,5.24
1994-04-18,gold,377.00
1994-04-18,silver,5.27
1994-04-19,gold,371.80
1994-04-19,silver,5.20
1994-04-20,gold,372.50
1994-04-20,silver,5.24
1994-04-21,gold,373.20
1994-04-21,silver,5.22
1994-04-22,gold,370.80
1994-04-22,silver,5.09
1994-04-25,gold,373.15
1994-04-25,silver,5.13
1994-04-26,gold,374.00
1994-04-26,silver,5.18
1994-04-27,gold,374.00
1994-04-27,silver,5.16
1994-04-28,gold,375.75
1994-04-28,silver,5.26
1994-04-29,gold,376.70
1994-04-29,silver,5.34
1994-05-02,gold,376.10
1994-05-02,silver,5.30
1994-05-03,gold,375.50
1994-05-03,silver,5.25
1994-05-04,gold,376.20
1994-05-04,silver,5.18
1994-05-05,gold,373.40
1994-05-05,silver,5.10
1994-05-06,gold,383.30
1994-05-06,silver,5.45
1994-05-09,gold,381.10
1994-05-09,silver,5.40
1994-05-10,gold,378.70
1994-05-10,silver,5.28
1994-05-11,gold,381.80
1994-05-11,silver,5.43
1994-05-12,gold,380.00
1994-05-12,silver,5.36
1994-05-13,gold,380.50
1994-05-13,silver,5.40
1994-05-16,gold,382.40
1994-05-16,silver,5.55
1994-05-17,gold,381.00
1994-05-17,silver,5.50
1994-05-18,gold,381.50
1994-05-18,silver,5.53
1994-05-19,gold,381.20
1994-05-19,silver,5.52
1994-05-20,gold,385.45
1994-05-20,silver,5.63
1994-05-23,gold,388.80
1994-05-23,silver,5.74
1994-05-24,gold,386.85
1994-05-24,silver,5.61
1994-05-25,gold,386.50
1994-05-25,silver,5.54
1994-05-26,gold,384.20
1994-05-26,silver,5.46
1994-05-27,gold,384.50
1994-05-27,silver,5.45
1994-05-30,gold,385.00
1994-05-30,silver,5.46
1994-05-31,gold,386.60
1994-05-31,silver,5.53
1994-06-01,gold,383.40
1994-06-01,silver,5.34
1994-06-02,gold,383.80
1994-06-02,silver,5.37
1994-06-03,gold,380.50
1994-06-03,silver,5.29
1994-06-06,gold,380.30
1994-06-06,silver,5.25
1994-06-07,gold,381.10
1994-06-07,silver,5.29
1994-06-08,gold,382.00
1994-06-08,silver,5.36
1994-06-09,gold,382.85
1994-06-09,silver,5.36
1994-06-10,gold,383.30
1994-06-10,silver,5.35
1994-06-13,gold,383.15
1994-06-13,silver,5.38
1994-06-14,gold,384.15
1994-06-14,silver,5.39
1994-06-15,gold,386.60
1994-06-15,silver,5.49
1994-06-16,gold,385.40
1994-06-16,silver,5.46
1994-06-17,gold,391.50
1994-06-17,silver,5.59
1994-06-20,gold,389.20
1994-06-20,silver,5.48
1994-06-21,gold,393.40
1994-06-21,silver,5.57
1994-06-22,gold,389.70
1994-06-22,silver,5.37
1994-06-23,gold,389.60
1994-06-23,silver,5.38
1994-06-24,gold,390.70
1994-06-24,silver,5.39
1994-06-27,gold,384.95
1994-06-27,silver,5.26
1994-06-28,gold,386.15
1994-06-28,silver,5.29
1994-06-29,gold,384.90
1994-06-29,silver,5.27
1994-06-30,gold,385.50
1994-06-30,silver,5.36
1994-07-01,gold,386.70
1994-07-01,silver,5.41
1994-07-04,gold,386.70
1994-07-04,silver,5.39
1994-07-05,gold,385.80
1994-07-05,silver,5.32
1994-07-06,gold,383.70
1994-07-06,silver,5.25
1994-07-07,gold,384.40
1994-07-07,silver,5.23
1994-07-08,gold,384.25
1994-07-08,silver,5.26
1994-07-11,gold,387.00
1994-07-11,silver,5.31
1994-07-12,gold,385.35
1994-07-12,silver,5.25
1994-07-13,gold,383.35
1994-07-13,silver,5.14
1994-07-14,gold,384.00
1994-07-14,silver,5.19
1994-07-15,gold,385.80
1994-07-15,silver,5.25
1994-07-18,gold,385.80
1994-07-18,silver,5.25
1994-07-19,gold,386.45
1994-07-19,silver,5.31
1994-07-20,gold,385.35
1994-07-20,silver,5.28
1994-07-21,gold,384.25
1994-07-21,silver,5.24
1994-07-22,gold,384.80
1994-07-22,silver,5.26
1994-07-25,gold,384.85
1994-07-25,silver,5.29
1994-07-26,gold,386.85
1994-07-26,silver,5.31
1994-07-27,gold,387.40
1994-07-27,silver,5.35
1994-07-28,gold,385.10
1994-07-28,silver,5.34
1994-07-29,gold,383.20
1994-07-29,silver,5.31
1994-08-01,gold,383.50
1994-08-01,silver,5.31
1994-08-02,gold,379.40
1994-08-02,silver,5.20
1994-08-03,gold,378.00
1994-08-03,silver,5.19
1994-08-04,gold,377.60
1994-08-04,silver,5.16
1994-08-05,gold,377.70
1994-08-05,silver,5.14
1994-08-08,gold,376.80
1994-08-08,silver,5.11
1994-08-09,gold,377.75
1994-08-09,silver,5.14
1994-08-10,gold,377.40
1994-08-10,silver,5.14
1994-08-11,gold,378.65
1994-08-11,silver,5.19
1994-08-12,gold,376.60
1994-08-12,silver,5.07
1994-08-15,gold,377.40
1994-08-15,silver,5.07
1994-08-16,gold,377.25
1994-08-16,silver,5.10
1994-08-17,gold,377.20
1994-08-17,silver,5.11
1994-08-18,gold,381.15
1994-08-18,silver,5.17
1994-08-19,gold,381.90
1994-08-19,silver,5.21
1994-08-22,gold,381.50
1994-08-22,silver,5.21
1994-08-23,gold,381.60
1994-08-23,silver,5.21
1994-08-24,gold,383.80
1994-08-24,silver,5.25
1994-08-25,gold,383.25
1994-08-25,silver,5.25
1994-08-26,gold,383.30
1994-08-26,silver,5.21
1994-08-29,gold,386.55
1994-08-29,silver,5.40
1994-08-30,gold,386.10
1994-08-30,silver,5.36
1994-08-31,gold,386.00
1994-08-31,silver,5.43
1994-09-01,gold,386.80
1994-09-01,silver,5.42
1994-09-02,gold,386.90
1994-09-02,silver,5.42
1994-09-05,gold,386.95
1994-09-05,silver,5.41
1994-09-06,gold,387.75
1994-09-06,silver,5.47
1994-09-07,gold,389.55
1994-09-07,silver,5.49
1994-09-08,gold,390.25
1994-09-08,silver,5.44
1994-09-09,gold,391.75
1994-09-09,silver,5.51
1994-09-12,gold,390.70
1994-09-12,silver,5.47
1994-09-13,gold,390.50
1994-09-13,silver,5.47
1994-09-14,gold,388.40
1994-09-14,silver,5.42
1994-09-15,gold,387.90
1994-09-15,silver,5.37
1994-09-16,gold,389.60
1994-09-16,silver,5.42
1994-09-19,gold,390.25
1994-09-19,silver,5.43
1994-09-20,gold,393.50
1994-09-20,silver,5.61
1994-09-21,gold,393.65
1994-09-21,silver,5.60
1994-09-22,gold,396.20
1994-09-22,silver,5.71
1994-09-23,gold,395.70
1994-09-23,silver,5.69
1994-09-26,gold,394.00
1994-09-26,silver,5.62
1994-09-27,gold,397.35
1994-09-27,silver,5.70
1994-09-28,gold,394.20
1994-09-28,silver,5.59
1994-09-29,gold,395.25
1994-09-29,silver,5.63
1994-09-30,gold,394.60
1994-09-30,silver,5.61
1994-10-03,gold,394.55
1994-10-03,silver,5.63
1994-10-04,gold,392.45
1994-10-04,silver,5.60
1994-10-05,gold,391.65
1994-10-05,silver,5.60
1994-10-06,gold,392.15
1994-10-06,silver,5.62
1994-10-07,gold,391.00
1994-10-07,silver,5.60
1994-10-10,gold,390.40
1994-10-10,silver,5.56
1994-10-11,gold,387.70
1994-10-11,silver,5.49
1994-10-12,gold,387.80
1994-10-12,silver,5.47
1994-10-13,gold,386.60
1994-10-13,silver,5.37
1994-10-14,gold,387.40
1994-10-14,silver,5.35
1994-10-17,gold,389.70
1994-10-17,silver,5.41
1994-10-18,gold,388.75
1994-10-18,silver,5.34
1994-10-19,gold,390.05
1994-10-19,silver,5.38
1994-10-20,gold,390.80
1994-10-20,silver,5.40
1994-10-21,gold,390.60
1994-10-21,silver,5.30
1994-10-24,gold,389.40
1994-10-24,silver,5.32
1994-10-25,gold,389.10
1994-10-25,silver,5.30
1994-10-26,gold,388.85
1994-10-26,silver,5.37
1994-10-27,gold,387.85
1994-10-27,silver,5.39
1994-10-28,gold,386.90
1994-10-28,silver,5.34
1994-10-31,gold,383.80
1994-10-31,silver,5.25
1994-11-01,gold,384.20
1994-11-01,silver,5.27
1994-11-02,gold,384.20
1994-11-02,silver,5.32
1994-11-03,gold,383.35
1994-11-03,silver,5.27
1994-11-04,gold,383.30
1994-11-04,silver,5.25
1994-11-07,gold,382.25
1994-11-07,silver,5.19
1994-11-08,gold,383.90
1994-11-08,silver,5.22
1994-11-09,gold,383.70
1994-11-09,silver,5.12
1994-11-10,gold,384.85
1994-11-10,silver,5.17
1994-11-11,gold,385.00
1994-11-11,silver,5.16
1994-11-14,gold,384.65
1994-11-14,silver,5.17
1994-11-15,gold,386.30
1994-11-15,silver,5.20
1994-11-16,gold,386.10
1994-11-16,silver,5.22
1994-11-17,gold,385.25
1994-11-17,silver,5.23
1994-11-18,gold,384.10
1994-11-18,silver,5.14
1994-11-21,gold,383.15
1994-11-21,silver,5.16
1994-11-22,gold,383.45
1994-11-22,silver,5.14
1994-11-23,gold,384.45
1994-11-23,silver,5.15
1994-11-24,gold,384.35
1994-11-24,silver,5.15
1994-11-25,gold,384.80
1994-11-25,silver,5.17
1994-11-28,gold,383.10
1994-11-28,silver,5.12
1994-11-29,gold,382.95
1994-11-29,silver,5.06
1994-11-30,gold,381.05
1994-11-30,silver,4.92
1994-12-01,gold,379.40
1994-12-01,silver,4.92
1994-12-02,gold,376.55
1994-12-02,silver,4.71
1994-12-05,gold,375.85
1994-12-05,silver,4.60
1994-12-06,gold,376.35
1994-12-06,silver,4.66
1994-12-07,gold,376.50
1994-12-07,silver,4.64
1994-12-08,gold,377.10
1994-12-08,silver,4.71
1994-12-09,gold,377.10
1994-12-09,silver,4.70
1994-12-12,gold,377.75
1994-12-12,silver,4.79
1994-12-13,gold,377.80
1994-12-13,silver,4.75
1994-12-14,gold,378.80
1994-12-14,silver,4.77
1994-12-15,gold,380.30
1994-12-15,silver,4.80
1994-12-16,gold,379.00
1994-12-16,silver,4.79
1994-12-19,gold,379.80
1994-12-19,silver,4.79
1994-12-20,gold,381.60
1994-12-20,silver,4.82
1994-12-21,gold,381.60
1994-12-21,silver,4.80
1994-12-22,gold,380.70
1994-12-22,silver,4.77
1994-12-23,gold,380.10
1994-12-23,silver,4.76
1994-12-26,gold,380.50
1994-12-26,silver,4.76
1994-12-27,gold,381.40
1994-12-27,silver,4.79
1994-12-28,gold,383.60
1994-12-28,silver,4.90
1994-12-29,gold,382.35
1994-12-29,silver,4.87
1994-12-30,gold,382.60
1994-12-30,silver,4.88
1995-01-02,gold,382.90
1995-01-02,silver,4.88
1995-01-03,gold,379.45
1995-01-03,silver,4.74
1995-01-04,gold,374.30
1995-01-04,silver,4.61
1995-01-05,gold,375.35
1995-01-05,silver,4.70
1995-01-06,gold,371.70
1995-01-06,silver,4.63
1995-01-09,gold,373.10
1995-01-09,silver,4.67
1995-01-10,gold,374.50
1995-01-10,silver,4.68
1995-01-11,gold,376.30
1995-01-11,silver,4.73
1995-01-12,gold,380.00
1995-01-12,silver,4.84
1995-01-13,gold,378.40
